A2,1
A2.D3.A3,2
A2.D4,3
A2.E3,4
A2.E3.A3,5
A3,6
A3.A4,7
A3.B-3,8
A3.D4.A4,9
A3.E5,10
A3.F5,11
A4,12
A4.A5,13
A4.B-4,14
A4.C5,15
A4.D5,16
A5,17
B-2,18
B-2.D4,19
B-2.E-3.B-3,20
B-2.F3,21
B-2.F3.B-3,22
B-3,23
B-3.B-4,24
B-3.C4,25
B-3.D4.A4,26
B-3.D4.B-4,27
B-4,28
B-4.C#5,29
B-4.C5,30
B-4.D5,31
B-5,32
B-5.C6,33
B2,34
B2.E3,35
B2.F#3.B3,36
B3,37
B3.B4,38
B4,39
B4.C5,40
B4.D5,41
B5,42
B5.C6,43
C#2.C#3,44
C#3,45
C#3.G#3,46
C#3.G#3.C#4,47
C#4,48
C#5,49
C#5.E5,50
C#5.F5,51
C#6,52
C3,53
C3.C4,54
C3.F3,55
C3.G3,56
C3.G3.C4,57
C4,58
C4.C5,59
C4.D4,60
C4.D4.C5,61
C4.E-4,62
C5,63
C5.D5,64
C5.D5.F#5,65
C5.E5,66
C6,67
C6.C#6,68
D2,69
D2.A2,70
D2.A2.D3,71
D2.A2.D4,72
D2.D3.A3,73
D3,74
D3.A3,75
D3.A3.D4,76
D3.B-3,77
D3.D4,78
D3.G3,79
D4,80
D4.D5,81
D4.E-4,82
D4.F#4,83
D4.F4,84
D4.G#4,85
D5,86
D5.E-5,87
D5.E5,88
D5.F#5,89
D5.F5,90
D6,91
E-2,92
E-2.A3,93
E-2.A3.B-3.D4,94
E-2.A4,95
E-2.B-2,96
E-2.B-2.D4,97
E-2.B-2.E-3,98
E-2.B-3,99
E-2.B-4,100
E-2.C#3.E-3.A3.B-3.D4,101
E-2.C3.A3.B-3.D4,102
E-2.C3.E-3.A3.B-3.D4,103
E-2.C4,104
E-2.C4.D4,105
E-2.D3,106
E-2.D4,107
E-2.E-3,108
E-2.E-3.B-3.D4,109
E-2.E-3.D4,110
E-2.E-3.G3.A3.B-3.D4,111
E-2.E-4,112
E-2.G2,113
E-2.G2.D3.A3.B-3.D4,114
E-2.G2.D3.B-3,115
E-2.G2.D3.B-3.D4,116
E-2.G2.E-3.A3.B-3,117
E-2.G2.E-3.A3.B-3.D4,118
E-2.G2.E-3.B-3,119
E-2.G2.E-3.B-3.D4,120
E-2.G4,121
E-3,122
E-3.B-3,123
E-3.B-3.E-4,124
E-4,125
E-4.E-5,126
E-4.F4,127
E-4.G4,128
E-5,129
E-5.F5,130
E2,131
E2.B2,132
E2.B2.D3.E3,133
E2.B2.E3,134
E3,135
E3.A3,136
E3.B3,137
E4,138
E4.E5,139
E5,140
E5.F#5,141
E5.F5,142
E6,143
F#2,144
F#2.C#3,145
F#2.C#3.A3.B-3.D4,146
F#2.C#3.F#3,147
F#2.D4,148
F#3,149
F#4,150
F#4.F#5,151
F#5,152
F#5.G#5,153
F2,154
F2.B-2,155
F2.C3,156
F2.C3.A3.B-3.D4,157
F2.C3.F3,158
F2.D4,159
F2.G2.A3.B-3.D4,160
F2.G2.D3.A3.B-3.D4,161
F2.G2.E-3.A3.B-3.D4,162
F3,163
F3.A3,164
F3.C4,165
F3.F4,166
F4,167
F5,168
F5.F#5,169
G#2,170
G#2.A2,171
G#2.A2.E3,172
G#2.A2.E3.B3,173
G#2.A2.E3.C4,174
G#2.A2.E3.E4,175
G#2.C#3.G#3.C#4,176
G#2.E-3,177
G#2.E-3.G#3,178
G#3,179
G#3.B-3,180
G#4,181
G#4.A4,182
G#4.B-4,183
G#5,184
G2,185
G2.A3.B-3.D4,186
G2.A3.D4,187
G2.D3,188
G2.D3.A3.B-3,189
G2.D3.B-3,190
G2.D3.G3,191
G2.D4,192
G2.D4.A4,193
G3,194
G3.D4,195
G3.D4.A4,196
G3.D4.G4,197
G3.G4,198
G4,199
G4.A4,200
G4.C5,201
G4.G#4,202
G4.G5,203
G5,204
G5.A5,205
rest,206
